,URL,Sentence
2020,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"Experience working primarily in a customer-facing role, including support and training."
2021,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Superb troubleshooting skills that help you take big problems and break them down into manageable pieces with elegant solutions.
2022,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Understanding of issues around scalability and performance.
2023,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Exposure to monitoring tools such as Kibana and New Relic.
2024,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Diversity:
2025,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,We want to build Automattic as an environment where people love their work and show respect and compassion to those with whom we interact.
2026,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"Diversity typically includes, but is not limited to, differences in race, gender, sexual orientation, gender identity or expression, political and religious affiliation, socioeconomic background, cultural background, geographic location, physical disabilities and abilities, relationship status, veteran status, and age."
2027,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"To work on diversity means that we encourage these differences, and strive to improve the visibility of traditionally underrepresented groups. Read more about our commitment to diversity and inclusion."
2028,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Benefits:
2029,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"Open vacation policy (no set number of days per year). We encourage all employees to take the time they need for vacation, to pursue their own interests, to stay healthy, and to spend time with friends and family."
2030,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Home office setup and coworking allowances. Working from a coffee shop? You can use your coworking allowance for the requisite latte!
2031,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"We happily provide or reimburse hardware and software you’ll need, as well as books or conferences that promote continued learning."
2032,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Company-sponsored life insurance.
2033,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"Open parental leave (includes maternity, paternity, and adoption). If you’ve been with Automattic for 12 months, your leave is fully paid."
2034,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,WordPress-branded laptop at your four-year anniversary. A spiffy set of wireless headphones at your seven-year anniversary.
2035,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Paid two to three-month sabbatical encouraged every five years.
2036,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"We cover all costs of company travel, so dust off that passport! Your team will get together one to three times per year in locations around the globe."
2037,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,"Other benefits are specific to countries where we have employment entities (US, UK, Ireland, Canada, Australia, South Africa), and include health, vision, and dental insurance and matching retirement/pension contributions."
2038,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,We Dream. We Design. We Deliver.
2039,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,This is the place where you’ll be hands on. Where new ideas are welcomed and expected.
2040,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,At every level – and in every role – we’re doers and builders. Not Managers and minders.
2041,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"flexigroup (ASX-FXL) is one of Australasia’s most successful and enduring fintech organisations with a proud legacy of rewriting the playbook for digital spending. We help people buy everything, everywhere, every day. Our product ecosystem of buy now pay later, credit cards, and business financing products has been designed around the core needs of today's shoppers, retailers, and small and medium enterprises."
2042,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,What's so exciting about this role?
2043,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,This is a critical role in our Collections Team where you will utilise your analytics background to help drive our collections strategy and ensure it is executed flawlessly. You will work closely with internal and external stakeholders as well as outsourced collections partners and debt sale agencies. This is a great opportunity to be in a 'hands on' role across entire the end to end collections process.
2044,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,What Does An Average Day Look Like?
2045,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,No day is average at flexigroup but here’s an idea of what you can expect to do in this role and what you will be responsible for:
2046,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Establish and maintain ""best practice"" collections processes and techniques that support the stated product and customer strategy"
2047,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Produce superior reporting and analysis of portfolio trends that help drive change that improves portfolio profitability and customer experience
2048,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Develop and monitor profitability based strategies for account management, and syndicate with appropriate stakeholders"
2049,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Work closely with the Head of Collections Strategy to find opportunities to optimise the overall collections strategy
2050,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"You will successfully undertake analytical deep dives on current portfolio performance, generating insights and identifying opportunities to improve our collections strategies"
2051,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"You will enable strategy development, monitoring and reporting and provide expert risk advice to internal stakeholders"
2052,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Through hypothesis led analytics you will understand and assess risk strategy performance, identify opportunities to improve our collection and customer contact strategies and formulate enhancement initiatives"
2053,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Who will thrive in this role?
2054,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,You are collections expert with strong analytics background who keeps the customer at the heart of everything and want to make a difference in their lives. You thrive in a fast-paced environment and work with everyone to get things done. Your experience will include:
2055,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience in collections operations or strategy
2056,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Exposure to monitoring scorecards and collections decisioning systems
2057,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Understanding of collections systems, strategy and lifecycle as well as commercial impacts of the process"
2058,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Ability to manage internal and external relationship with senior stakeholders
2059,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"You can demonstrate experience in using data manipulation and statistical analysis tools (e.g. SAS, SQL, Tableau) to convert large data sets into easily consumable and insightful reports and business recommendations"
2060,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Comfortable using data to derive, justify and implement hypothesis driven strategy optimisation"
2061,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Confident formulating and communicating ideas to senior management
2062,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Experience working with large data sets, and understanding interactions between relevant data"
2063,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Why become a “flexigroupie”?
2064,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"flexigroup is in growth mode, and with that comes the unique opportunity to truly own and build your career journey with us. Here are the perks of becoming a “flexigroupie”"
2065,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"We believe in our people and want them to succeed with an extensive range of online and face-to-face learning opportunities, including excellent leadership development programs"
2066,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"We have a recognition scheme that’s dialled up to you, your colleagues and peers"
2067,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Flexibility - We know people have lives outside of work and balance is important
2068,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Health and wellness programmes – flu jabs in winter, massages, yoga and meditation plus a dedicated Flexi Vibes committee focused on good vibes initiatives across all our locations"
2069,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Mental health and wellbeing are important to us. You will have access to EAP providers
2070,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Paid Volunteer leave – we value our communities and want to give you the opportunity to give back
2071,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Discounts at our Retail merchant network across NZ and AU
2072,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Leave – 4 weeks annual leave with the opportunity to purchase additional leave during the year. Our parental leave is supportive of parents returning to the workforce.
2073,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Work on amazing platform through a period of rapid product development. This is a chance to join a young, friendly and inclusive team who are changing the landscape of their chosen industry and it’s a great time to get on board as they look to take the platform to the next level."
2074,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,They are already creating massive impact and positive outcomes within New Zealand and are now looking to scale the product to enter the global market.
2075,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"The role will be dynamic and fast paced with a lot of responsibility, but with the support and backing of the whole business."
2076,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Deep understanding of PHP (Silverstripe) and Python
2077,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"A good understanding of HTML, CSS, SASS and a keen interest in React.js development,"
2078,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience working on conversions from jQuery to React.js
2079,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience working across a variety of products on both the front and back-end
2080,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"The ability to adapt to changing requirements as well as not being afraid to make your opinion of the design, architecture and product heard"
2081,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Enjoy achieving results and have a track record of getting things done
2082,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Nice to have:
2083,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Experience working through pivotal product development stages, ideally within start-ups"
2084,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Testing
2085,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience using GraphQL
2086,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience working closely with UX/UI Designers
2087,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,What’s in it for you?
2088,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,You will have the chance to take have huge impact both internally and externally with the product
2089,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Excellent remuneration and a stable organisation to place yourself through a period of uncertainty
2090,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Be recognised for your hard work!
2091,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Friendly, supportive and inclusive culture"
2092,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,CBD office
2093,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,If this this sounds like the role for you then please apply
2094,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Plexure continues to be in  growth mode and we are on the hunt for a Technical Lead to help scale the next phase of our software performance. 
2095,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Coming from a strong troubleshooting background and with a solid grounding in build automation to prevent problem recurrence the technical lead will provide direction on platform performance &amp; scalability. 
2096,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Who we are
2097,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,We develop industry leading mobile customer engagement software solutions for some of the world’s biggest retail brands. An NZX listed company with 180 million customers in more than 50 countries; we’ve gone through a headcount growth of over 70 associates in the last six months and are on the lookout for motivated tech professionals to join us on our success road map moving forward.
2098,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,About the Role:
2099,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"This is a senior role requiring you to take ownership of platform build &amp; scalability, minimise incidents and demonstrate thought leadership around the provisioning of infrastructure services in the cloud while still remaining entrenched in hands-on platform fixes"
2100,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"You will also bring a strong understanding of scrum, implementing robust engineering practises within squads."
2101,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Key components of the role include:- 
2102,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Leading search for bottlenecks and proposing fixes, while developing tools to improve the ability to support our customers"
2103,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Design, build and maintain our services a to problem solve and analyse globally distributed systems at scale while supporting engineering teams. "
2104,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Capable of technical deep dives into code, networking, operating systems and storage, yet verbally and cognitively agile enough to hold your own in a strategy discussion with Plexure technical teams."
2105,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,What you'll need to be successful:
2106,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Technical leadership experience of 3 years+ in a senior engineering role
2107,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"At least 5 years hands on web application development developing large software systems, and/or security software development"
2108,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience working on securing large-scale products deployed in a diverse set of cloud environments
2109,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,3+ years of experience leading a team in managing end-to-end availability and performance of mission critical services
2110,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,What’s in it for you
2111,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Greenfield projects &amp; internal development opportunities are a focus of our culture. There is also a real focus on self-initiated training &amp; staff development for you to take ownership of.
2112,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,You'd be joining an innovative and results focused business with a growth mindset and a love of celebrating success Our platform is cloud first &amp; our teams have successfully transitioned to a fully remote operational model giving them greater flexibility &amp; autonomy. 
2113,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Get in touch with us today!
2114,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10, 
2115,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,About the role
2116,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"You'll be joining a cooperative and compassionate team who are responsible for developing and maintaining web pages and applications. As a key member of the digital team you'll be applying your knowledge and experience in the planning of solutions, as well as producing maintainable code that's well-structured and using modern standards."
2117,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience with React Native &amp; Redux is necessary as well as an understanding of things such as SASS and Bootstrap. Being adept at troubleshooting and debugging javascript and css are essential as well as being collaborative and communicative.
2118,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Experience across modern web-development technologies, cloud infrastructure and a passion for dabbling with the experimental - be it new APIs, tech or gadgets.  You will be someone who has a passion for solving problems, architecting their solutions and working with internal and external teams to bring about the development of those solutions be it for the web, iOS, Android or something else entirely."
2119,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,We think this is a great opportunity to be part of a creative and fun team working across some of New Zealand's largest brands.
2120,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Key Skills
2121,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,These are the must haves we need:
2122,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Solid understanding of JavaScript (Es5 and later) and basic front end technologies and languages (CSS, HTML5, LESS/SASS, AJAX etc)"
2123,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Experience with JavaScript frameworks and libraries such as React &amp; Redux (or similar Angular, Polymer, Vue.js)"
2124,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience with React Native
2125,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,PHP - Experience with Laravel
2126,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Wordpress (or something similar)
2127,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Nodejs - Hapi, Express, Koa (or something similar)"
2128,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Frontend tools knowledge (e.g. NPM Scripts, Webpack, Grunt etc.)"
2129,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,SOAP and REST based API integration
2130,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Knowledge of common design patterns and when/how to use them
2131,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,A working knowledge of databases and SQL Server
2132,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Developing across the full stack when needed, using PHP7 and SQL (LAMP stack)"
2133,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Experience with CMS platforms, preferably Drupal and Wordpress"
2134,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Comfort with using Git
2135,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Great written and verbal communication skills
2136,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Supporting and working with the developers, including direct involvement in the delivery of code as part of the team."
2137,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10, 
2138,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,The Clemenger Group Supports an inclusive workplace and welcomes applicants from diverse backgrounds.
2139,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Work collaboratively to maintain and develop large-scale applications. 
2140,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Work with Tech Leads, Managers and Architects to implement continuous improvements to the development process."
2141,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Keep up to date on the latest industry trends and new technologies.
2142,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Innovate new solutions and solve real-world problems through technology. 
2143,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,4+ years of front end development experience
2144,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Strong experience with modern JS frameworks/libraries (React &amp; Redux ideally)
2145,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience with React Native 
2146,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience with Node.js
2147,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Experience with PHP 
2148,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Knowledge of API integration (Rest/SOAP)
2149,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Ability to work in a collaborative, team-orientated fashion."
2150,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,The opportunity:
2151,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,We are on the lookout for a capable and driven DevOps Engineer to join us on our journey and help us to build our next generation technologies and products.
2152,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"This role is for a seasoned DevOps Engineer who is highly skilled in the Cloud/DevOps space and really understand technologies from source control through to deployment and monitoring tools.  You will be highly technical, with a sound understanding of cloud technologies.  Having built and supported cloud platforms before means you have a DevOps mindset with a strong focus on automating everything. Alongside the technical experience you have a consultative style, a growth mindset and want to be part of a high performing team."
2153,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"We only hire people who are passionate, innovative, hands on and take ownership!  If you are an Engineer looking for your next career opportunity and want to be challenged to your full potential then this is the right environment for you to succeed in."
2154,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,About you:
2155,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Strong Senior DevOps Engineering background
2156,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Out front and championing Cloud/DevOps practices
2157,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Proven knowledge of Microsoft Azure and Azure DevOps as well as monitoring tools such as DataDog
2158,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Strong focus on automation
2159,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Excellent stakeholder management
2160,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Innovative, takes ownership and outcome focused"
2161,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,This is an outstanding opportunity to grow your career and make an impact that matters. Are you ready to help us build our new reality?
2162,https://www.seek.co.nz/job/50090305?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,About the company
2163,https://www.seek.co.nz/job/50090305?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,"Our client is a well-funded innovative start-up with exciting plans heading into the balance of 2020, and further into 2021. They are disrupting an industry vitally important to New Zeeland’s future in several regards and are scaling their platform as fast as is sustainably possible."
2164,https://www.seek.co.nz/job/50090305?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,About the role
